194
194
Taken from: ./DaltonOutputs/CAS107_h2o_pvdz.out
     Excitation energy (eV)  Total oscillator strength
126              310.402127               1.081132e-04
127              310.986764               1.873876e-04
128              312.426982               8.683105e-04
129              312.652346               2.062697e-29
130              312.808812               4.321073e-04
131              314.589063               8.466764e-09
132              315.116284               8.165458e-06
133              316.009580               1.310468e-05
134              316.069418               2.593391e-27
135              316.985680               3.139064e-27
136              317.032103               5.488995e-06
137              318.062490               7.783963e-30
138              320.026010               3.466522e-30
139              320.572714               2.988697e-05
140              322.169098               3.009640e-05
141              322.840757               6.278631e-06
142              323.365094               2.049560e-04
143              323.441340               1.100960e-08
144              325.191033               2.902255e-30
145              325.529951               4.269503e-06
146              326.278264               4.911770e-31
147              327.097355               9.003973e-07
148              328.527178               1.066697e-05
149              328.653194               4.372567e-10
150              328.801278               7.777627e-30
151              330.383839               2.399517e-29
152              330.910271               9.220837e-07
153              331.107880               7.021546e-06
154              331.477737               4.078896e-07
155              334.796848               3.369975e-06
156              335.181018               2.380236e-06
157              336.606134               3.412963e-29
158              337.454857               7.885704e-31
159              337.740250               2.670737e-08
160              340.920664               2.130095e-07
161              342.481157               3.390366e-07
162              343.290369               9.109007e-31
163              344.792384               2.687752e-07
164              345.066457               7.183890e-06
165              345.191303               5.075019e-08
166              348.996817               1.815360e-08
167              350.264733               3.833832e-06
168              351.241323               1.796576e-30
169              355.974501               3.549217e-31
170              356.910736               1.428108e-07
171              357.715949               6.289446e-08
172              363.143017               3.681755e-09
173              366.573123               4.149068e-30
174              652.836317               1.005484e-06
175              658.488968               8.836650e-30
176              659.168273               1.912861e-07
177              668.291140               9.026110e-06
178              670.593034               2.487383e-06
179              674.827128               1.418525e-29
180              676.735300               3.141597e-08
181              678.414271               2.845682e-07
182              680.064833               8.478187e-30
183              688.687880               3.211839e-11
184              689.796309               4.370966e-30
185              691.967942               1.249715e-10
186              695.323924               9.331009e-11
187              698.007322               5.285001e-07
188              703.086847               3.035538e-10
189              705.913785               2.206396e-30
190              709.534779               1.008663e-08
191              712.199646               9.013766e-08
192              720.710011               2.889327e-10
193              725.796311               3.405561e-30
194              734.818795               1.604908e-15
