195
195
Taken from: ./DaltonOutputs/CAS107_h2o_sto3g.out
     Excitation energy (eV)  Total oscillator strength
93               102.548724               5.497402e-07
94               104.519763               3.197718e-29
95               104.528109               1.299176e-06
96               104.593571               2.083508e-08
97               106.942329               9.353039e-10
98               110.022928               1.731732e-07
99               110.741794               1.268167e-11
100              110.768167               4.079565e-07
101              114.222641               5.361054e-30
102              115.788662               2.312050e-07
103              118.194414               1.457888e-08
104              130.791556               4.910586e-10
105              288.609877               1.203348e-01
106              288.717906               6.729054e-02
107              303.212467               4.945063e-08
108              304.107695               8.344200e-31
109              305.401189               9.171384e-05
110              306.618817               1.671178e-04
111              307.884691               1.173948e-28
112              309.207900               4.618089e-04
113              310.244165               1.971577e-03
114              311.415833               8.196911e-04
115              311.501114               1.441104e-04
116              313.949949               5.930895e-04
117              315.283498               1.899912e-03
118              316.059105               1.478001e-03
119              321.522855               5.745642e-04
120              322.162486               1.285234e-03
121              324.163422               2.126216e-04
122              324.475754               2.664707e-05
123              325.394384               3.085540e-07
124              326.089390               2.529381e-29
125              326.108384               2.681312e-07
126              326.745484               4.714296e-29
127              327.828988               3.318814e-05
128              327.833586               7.483475e-04
129              328.221050               3.493515e-07
130              329.145122               8.920104e-08
131              329.339819               1.004905e-29
132              329.398977               3.408469e-06
133              331.730123               2.851037e-30
134              332.357482               3.310070e-06
135              332.543336               6.270779e-06
136              333.279785               1.337841e-05
137              334.837121               4.560521e-06
138              335.462166               3.419201e-09
139              338.023467               1.064740e-05
140              339.210836               1.372249e-05
141              340.244434               1.534083e-30
142              341.259474               1.439958e-06
143              342.835150               1.171535e-05
144              343.058719               4.474363e-30
145              343.487652               5.588074e-06
146              344.047989               2.390214e-05
147              345.054158               3.530430e-07
148              346.100028               1.791393e-06
149              347.281465               1.471543e-05
150              347.638941               1.333701e-05
151              348.861876               1.409542e-06
152              349.173066               2.537268e-09
153              350.651488               7.953803e-07
154              350.730238               1.184435e-29
155              351.303473               1.537627e-05
156              352.243464               2.936989e-05
157              353.457936               1.787988e-30
158              355.284746               5.002686e-08
159              355.448804               5.393607e-07
160              358.532263               6.877637e-08
161              358.995946               1.463452e-08
162              359.403572               6.646341e-06
163              361.596757               2.384590e-09
164              361.745086               1.765087e-07
165              363.961618               4.252441e-31
166              364.879295               1.877946e-08
167              365.517103               3.348582e-11
168              368.322000               1.563388e-30
169              368.527773               1.800053e-07
170              371.276831               5.240946e-07
171              372.733104               4.214625e-07
172              374.307011               5.817277e-08
173              377.418417               5.457632e-09
174              380.371779               3.599611e-07
175              638.566033               8.729943e-08
176              645.654466               4.644733e-07
177              646.529258               3.482751e-07
178              660.676329               9.536313e-10
179              661.102596               7.182040e-31
180              662.483874               5.620892e-08
181              662.693184               7.880852e-09
182              667.721905               3.017968e-08
183              668.240119               4.129105e-08
184              678.174348               8.168777e-08
185              678.653078               5.969951e-08
186              684.867536               5.601025e-09
187              685.211923               2.766457e-11
188              686.648059               2.392254e-31
189              687.332589               2.425859e-09
190              690.068478               1.679996e-10
191              690.988223               1.095602e-08
192              701.062292               6.216259e-11
193              702.987253               7.897765e-10
194              704.747314               6.622923e-09
195              713.562556               2.469439e-09
